name,Year of production,Condition,Reference number,Scope of delivery,Location,Case area(mm2),price($),Case material_Aluminum,Case material_Gold/Steel,Case material_Palladium,Case material_Platinum,Case material_Red gold,Case material_Rose gold,Case material_Silver,Case material_Steel,Case material_White gold,Case material_Yellow gold,Movement_Automatic,Movement_Manual winding,Movement_Quartz
4,2020,6,517,2,247,,74000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
12,2021,6,530,2,51,1479.0,38852.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,2007,5,628,2,187,,111350.0,False,False,False,False,False,False,False,True,False,False,True,False,False
2,2021,6,593,2,17,,165920.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2018,5,299,2,247,,61750.0,False,False,False,False,False,True,False,False,False,False,True,False,False
26,2021,6,424,0,27,,9810.0,False,False,False,False,False,False,False,False,True,False,False,True,False
4,2024,3,313,2,247,,133900.0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,2001,1,482,1,219,,23950.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,1953,6,800,3,99,,31180.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2018,6,681,2,256,1148.0,29945.0,False,False,False,False,False,True,False,False,False,False,True,False,False
27,2016,5,451,2,49,,122257.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,1991,6,181,2,96,,13251.0,False,False,False,False,False,True,False,False,False,False,False,True,False
27,1994,6,502,0,221,,32310.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2017,6,544,2,178,,79211.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2015,6,591,2,66,,33350.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2020,5,644,2,259,,82960.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2019,6,517,2,208,,59946.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2024,3,544,2,185,,111350.0,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1971,6,800,0,208,,71031.0,False,False,False,False,False,False,False,False,True,False,False,False,True
18,2023,6,138,1,247,,48000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
27,2014,5,472,2,249,,132840.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2021,3,414,2,259,,136849.0,False,True,False,False,False,False,False,False,False,False,True,False,False
6,2019,5,573,2,247,,58000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
11,2022,6,774,3,259,,11138.0,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2024,6,305,0,259,,52656.0,False,False,False,False,False,False,False,False,True,False,True,False,False
1,2009,5,333,1,177,,42315.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2004,6,593,3,69,,25298.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2023,5,762,2,17,,28618.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2023,3,539,2,187,,69876.0,False,False,False,False,False,True,False,False,False,False,True,False,False
8,2000,6,398,2,247,,79900.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,1999,6,22,0,228,,16430.0,False,False,False,False,False,True,False,False,False,False,False,True,False
1,2019,5,498,2,259,,43317.0,False,False,False,False,False,False,False,False,False,True,True,False,False
18,1978,6,109,2,28,,150219.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2020,6,754,2,133,,33693.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2021,6,371,2,259,,43000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
26,1950,6,800,0,228,594.0,7660.0,False,False,False,False,False,False,False,False,False,True,True,False,False
6,2018,6,800,0,222,,16500.0,False,False,False,False,False,False,False,False,True,False,False,True,False
12,2008,6,451,2,140,1968.0,30100.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2022,3,544,2,259,,85000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2008,6,447,2,214,,78193.0,False,False,False,False,False,False,False,False,False,True,True,False,False
6,2020,6,693,2,259,,32282.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2023,5,729,2,247,,88995.0,False,False,False,False,False,True,False,False,False,False,True,False,False
26,1951,6,35,1,178,825.0,21969.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2021,6,466,1,247,,40000.0,False,False,False,False,False,False,False,False,False,True,True,False,False
21,2024,5,579,2,159,,157446.0,False,False,False,True,False,False,False,False,False,False,True,False,False
8,2018,5,398,2,145,,99998.0,False,False,False,False,False,True,False,False,False,False,False,True,False
11,2008,6,800,1,146,1479.0,18819.0,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1880,6,0,0,51,,29843.0,False,False,False,False,True,False,False,False,False,False,False,True,False
12,1892,6,282,0,259,,26002.0,False,False,False,False,False,True,False,False,False,False,False,True,False
4,2015,6,517,2,233,,55000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
24,2020,5,482,1,195,,25200.0,False,False,False,False,False,False,False,False,False,True,False,True,False
4,2018,6,526,2,221,,149875.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2023,5,641,2,247,,164995.0,False,False,False,False,False,True,False,False,False,False,True,False,False
2,2010,6,657,2,228,,75325.0,False,False,False,True,False,False,False,False,False,False,True,False,False
25,2005,6,287,2,151,860.0,17260.0,False,False,False,False,False,False,False,False,True,False,False,False,True
4,2021,5,631,2,222,,169995.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2023,3,313,2,228,,140385.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2021,6,631,0,259,,12650.0,False,False,False,False,False,True,False,False,False,False,False,True,False
24,2018,1,754,2,32,,36747.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2023,6,390,0,259,,38389.0,False,False,False,False,False,False,False,False,False,True,True,False,False
0,1970,1,83,0,259,,9928.0,False,False,False,False,False,False,False,False,False,True,False,True,False
4,2021,3,313,2,78,,126753.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2023,5,541,2,47,,43429.0,False,False,False,False,False,True,False,False,False,False,True,False,False
12,2006,0,526,2,122,1729.0,12456.0,False,False,False,False,False,False,False,False,True,False,False,True,False
9,2023,3,736,2,77,,36187.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2024,3,713,2,80,,82619.0,False,False,False,False,False,True,False,False,False,False,False,False,True
4,2009,1,544,2,247,,68995.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2023,3,641,2,247,,137800.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2023,3,424,2,185,,64581.0,False,False,False,False,False,False,False,True,False,False,True,False,False
25,2021,6,207,0,159,756.0,26458.0,False,False,False,False,False,True,False,False,False,False,False,False,True
28,2024,3,655,2,195,,134010.0,False,False,False,False,False,False,False,False,True,False,True,False,False
1,2016,3,333,2,77,,55167.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2022,5,518,2,17,,54342.0,False,False,False,False,False,False,False,True,False,False,False,False,True
4,2021,3,313,2,247,,129000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2021,5,544,2,247,,115000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
27,2015,5,451,2,259,,151277.0,False,False,False,False,False,True,False,False,False,False,True,False,False
12,2014,6,681,2,247,1440.0,20500.0,False,False,False,False,False,True,False,False,False,False,False,True,False
4,2024,5,424,2,47,,74609.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2016,6,641,2,133,,98786.0,False,False,False,False,False,False,False,True,False,False,True,False,False
25,2021,3,280,2,133,,18687.0,False,False,False,False,False,False,False,True,False,False,False,False,True
18,2022,5,644,2,118,,85744.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2022,3,544,2,28,,88973.0,False,False,False,False,False,True,False,False,False,False,True,False,False
25,2015,6,282,2,111,756.0,10579.0,False,False,False,False,False,False,False,True,False,False,False,False,True
21,2022,3,541,2,172,,101397.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2022,6,320,2,51,,26614.0,False,False,False,False,False,False,False,False,True,False,True,False,False
27,2006,6,526,2,47,,41090.0,False,False,False,False,False,False,False,False,True,False,True,False,False
24,2014,1,639,2,256,,38500.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2011,3,641,2,177,1526.0,139195.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,1940,6,333,2,228,,31500.0,False,True,False,False,False,False,False,False,False,False,False,True,False
1,1997,6,373,2,162,,25349.0,False,False,False,False,False,False,False,False,False,True,True,False,False
4,2019,3,424,2,177,,74609.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,1999,5,236,2,259,,25055.0,False,False,False,False,False,False,False,False,False,True,False,True,False
27,2001,6,451,2,145,,83517.0,False,False,False,False,False,True,False,False,False,False,True,False,False
11,1985,6,117,2,94,,20462.0,False,False,False,False,False,False,False,False,False,True,True,False,False
4,2024,5,519,2,47,,64586.0,False,False,False,False,False,False,False,True,False,False,False,False,True
28,2023,3,652,2,247,,77500.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2023,5,455,3,159,,34520.0,False,False,False,False,False,False,False,False,True,False,False,True,False
9,2016,6,311,2,70,,51917.0,False,False,False,False,False,True,False,False,False,False,False,True,False
9,2023,3,532,2,253,,59900.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2019,6,371,2,222,,85000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2022,3,681,2,177,,140000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2002,6,390,3,259,,36747.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2015,5,691,2,247,,41950.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2023,6,635,2,17,,45545.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2015,6,310,0,228,756.0,11550.0,False,False,False,False,False,False,False,True,False,False,False,True,False
1,2000,6,366,2,221,,27999.0,False,False,False,False,False,True,False,False,False,False,True,False,False
25,2023,3,757,2,228,,29694.0,False,False,False,False,False,True,False,False,False,False,True,False,False
28,2023,1,656,2,259,,51790.0,False,False,False,False,False,False,False,False,True,False,True,False,False
1,2021,3,371,2,247,,53000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
21,2022,5,501,3,259,,58148.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2018,3,639,2,207,,62850.0,False,False,False,False,False,False,False,False,True,False,True,False,False
1,2008,6,492,2,259,,101058.0,False,False,False,True,False,False,False,False,False,False,True,False,False
4,2020,5,544,2,247,,135000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2007,6,460,0,259,,30142.0,False,False,False,False,False,False,False,False,False,True,True,False,False
12,1977,6,436,0,66,1526.0,14208.0,False,False,False,False,False,True,False,False,False,False,False,True,False
4,2008,5,544,2,247,,115900.0,False,False,False,False,False,True,False,False,False,False,True,False,False
19,1970,3,417,2,259,,24440.0,False,False,False,False,False,False,False,True,False,False,True,False,False
27,2023,6,469,0,259,,37118.0,False,False,False,False,False,False,False,False,False,True,True,False,False
0,2005,6,282,0,228,,7800.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2020,6,414,2,3,,136784.0,False,True,False,False,False,False,False,False,False,False,True,False,False
27,2002,1,451,0,27,,45656.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2021,3,639,2,228,,45375.0,False,False,False,False,False,False,False,True,False,False,True,False,False
21,1994,6,365,2,96,,50110.0,False,False,False,False,False,False,False,False,False,True,True,False,False
1,2021,6,564,2,259,,54563.0,False,False,False,False,False,False,False,False,True,False,True,False,False
11,2020,6,587,3,27,,54119.0,False,False,False,True,False,False,False,False,False,False,True,False,False
4,2023,6,497,3,208,,87323.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2021,6,513,2,247,,103000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2021,6,544,2,195,,104000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
12,2010,6,292,3,70,,11948.0,False,False,False,False,False,False,False,False,True,False,False,True,False
9,2022,5,461,2,247,,82500.0,False,False,False,False,False,False,False,False,True,False,True,False,False
1,2021,6,800,2,228,,64575.0,False,False,False,True,False,False,False,False,False,False,True,False,False
12,2018,6,294,0,70,,11793.0,False,False,False,False,False,False,False,False,True,False,False,True,False
25,2023,6,288,1,228,,22557.0,False,False,False,False,False,False,False,False,True,False,False,False,True
18,2005,3,721,2,228,,80062.0,False,False,False,False,False,False,False,False,True,False,False,True,False
2,2024,5,346,2,27,,72270.0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,1950,6,800,0,88,,13352.0,False,False,False,False,False,False,False,False,False,True,True,False,False
21,2021,3,540,2,247,,86241.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2001,6,502,0,221,,15850.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,2020,1,641,2,222,1526.0,98800.0,False,False,False,False,False,False,False,True,False,False,True,False,False
2,2021,1,414,2,128,,44382.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2020,5,497,2,208,,91168.0,False,False,False,False,False,False,False,False,True,False,True,False,False
12,1992,6,242,0,54,217.0,6971.0,False,False,False,False,False,False,False,False,False,True,False,False,True
18,2022,3,681,2,247,,165500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2023,3,564,2,222,,59705.0,False,False,False,False,False,False,False,False,True,False,True,False,False
11,2023,1,346,0,35,,10021.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2019,6,681,2,247,,116000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
11,2021,5,76,0,240,,8450.0,False,False,False,False,False,False,False,False,False,True,True,False,False
6,2018,6,132,0,259,,13321.0,False,False,False,False,False,False,False,False,False,True,False,True,False
4,2022,5,521,2,259,,78134.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2017,6,424,2,133,,50641.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2024,6,591,3,259,,33500.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2010,6,394,3,259,,42896.0,False,False,False,False,False,False,False,True,False,False,False,False,True
2,2010,6,657,2,228,,75325.0,False,False,False,True,False,False,False,False,False,False,True,False,False
6,1867,6,149,1,178,,10318.0,False,False,False,False,False,False,False,False,False,True,True,False,False
24,2024,5,298,2,228,,34500.0,False,False,False,False,False,False,False,False,True,False,False,True,False
0,2021,1,316,2,259,,17701.0,False,False,False,False,False,False,False,False,False,True,False,True,False
21,2022,6,186,2,73,,54248.0,False,False,False,False,False,False,False,False,False,True,True,False,False
21,2024,3,579,2,159,,120153.0,False,False,False,True,False,False,False,False,False,False,True,False,False
19,2023,6,246,0,96,,20044.0,False,False,False,False,False,False,False,False,False,True,False,False,True
4,1997,6,373,0,221,,73320.0,False,False,False,False,False,False,False,False,False,True,True,False,False
8,2005,6,409,2,222,,89700.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,2016,1,631,2,153,,76019.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2021,3,521,2,195,,86548.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,1966,5,713,2,247,,167900.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2023,3,729,2,247,,90500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,1996,1,366,2,158,1968.0,28953.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2010,6,677,2,208,,119906.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2006,6,452,2,259,,22828.0,False,False,False,False,False,False,False,False,True,False,False,True,False
4,2013,6,514,2,228,,88888.0,False,False,False,False,False,False,False,True,False,False,True,False,False
27,2016,3,451,2,177,,130000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2021,3,676,2,80,,157620.0,False,False,False,False,False,False,False,True,False,False,True,False,False
25,2022,1,757,2,259,,25817.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2023,5,518,2,247,,58000.0,False,False,False,False,False,False,False,True,False,False,False,False,True
25,2019,5,762,2,259,,27728.0,False,False,False,False,False,False,False,True,False,False,True,False,False
12,2012,6,540,2,66,,34048.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,2023,6,614,2,259,,95959.0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,1946,1,800,2,219,765.0,11995.0,False,False,False,False,False,False,False,False,False,True,False,False,True
6,2005,6,528,2,27,,28106.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2022,3,455,2,247,,32500.0,False,False,False,False,False,False,False,False,True,False,False,True,False
0,2016,6,17,0,228,288.0,10920.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,1984,6,132,2,259,,13363.0,False,False,False,False,False,False,False,False,False,True,False,True,False
4,2023,5,313,2,247,,126380.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2008,6,544,1,208,,82761.0,False,False,False,False,False,True,False,False,False,False,True,False,False
22,2022,3,565,2,177,,160000.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2009,6,414,2,259,1729.0,121676.0,False,False,False,False,False,False,False,True,False,False,True,False,False
12,1997,6,315,0,208,,16292.0,False,False,False,False,False,False,False,False,True,False,False,False,True
6,2023,3,635,2,144,,49665.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2015,3,721,2,247,,91000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2024,3,676,2,185,,144757.0,False,False,False,False,False,False,False,True,False,False,True,False,False
27,2003,6,444,2,195,,32106.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2017,3,727,2,247,,78250.0,False,False,False,False,False,False,False,True,False,False,True,False,False
24,2000,6,253,1,162,,13407.0,False,False,False,False,False,False,False,True,False,False,False,True,False
2,2019,6,593,2,259,,119023.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2024,3,762,2,80,,38486.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2023,3,425,2,78,,102584.0,False,False,False,True,False,False,False,False,False,False,True,False,False
8,2022,3,461,2,247,,89900.0,False,False,False,False,False,False,False,False,True,False,False,True,False
8,2018,5,409,2,145,,96323.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,2006,5,109,2,70,,65086.0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,2014,1,765,0,259,,27626.0,False,False,False,False,False,False,False,False,False,True,False,True,False
25,2022,6,282,2,247,,10704.0,False,False,False,False,False,False,False,True,False,False,False,False,True
6,2022,3,762,2,259,,36747.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2021,3,591,2,247,,77450.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2013,1,544,2,99,,72381.0,False,False,False,False,False,True,False,False,False,False,True,False,False
12,2021,6,343,1,17,1400.0,13140.0,False,False,False,False,False,False,False,False,True,False,False,True,False
4,1964,6,544,2,247,,102900.0,False,False,False,False,False,True,False,False,False,False,True,False,False
9,2005,6,334,0,222,,25000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
24,1985,6,473,1,228,,26888.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2007,6,701,2,259,,16599.0,False,False,False,False,False,False,False,False,False,True,False,True,False
11,2023,6,800,1,17,,18819.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,1998,6,109,2,146,,86331.0,False,False,False,False,False,False,False,False,False,True,True,False,False
18,2014,6,232,0,228,,25500.0,False,False,False,False,False,False,False,False,False,True,False,False,True
4,2017,6,526,3,218,,115000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2018,6,639,2,221,,40390.0,False,False,False,False,False,False,False,False,True,False,True,False,False
2,2018,6,415,2,208,,94491.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,1985,3,314,2,259,,46486.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2021,6,712,0,70,,56218.0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,1891,6,800,3,40,1526.0,25333.0,False,False,False,False,False,True,False,False,False,False,False,True,False
6,2023,5,320,2,47,,33964.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2022,6,762,2,259,,28396.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2021,5,519,2,247,,56000.0,False,False,False,False,False,False,False,True,False,False,False,False,True
9,1971,6,367,1,228,,29500.0,False,False,False,False,False,False,False,False,False,True,True,False,False
6,1970,6,175,2,32,,11793.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2021,6,371,2,145,,45656.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2006,3,316,2,77,,28240.0,False,False,False,False,False,False,False,False,True,False,False,True,False
6,1983,6,316,0,259,,14272.0,False,False,False,False,False,False,False,False,True,False,False,True,False
6,2023,3,691,2,208,,40748.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2008,6,414,2,28,,99107.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2003,6,109,2,259,,52068.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2021,5,455,2,140,,29800.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,1977,6,109,0,51,,122269.0,False,False,False,False,False,False,False,True,False,False,True,False,False
11,1970,6,76,0,153,,10387.0,False,False,False,False,False,False,False,False,False,True,True,False,False
0,2021,6,267,0,133,,7467.0,False,False,False,False,False,False,False,True,False,False,False,True,False
1,2022,3,539,2,259,,64000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2017,6,631,2,80,1526.0,71323.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2023,6,497,2,98,,94653.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2012,1,452,1,247,,14492.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2022,3,635,2,195,,52000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2024,5,697,2,219,,38863.0,False,False,False,False,False,False,False,False,True,False,True,False,False
21,2024,3,656,0,195,,74000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2016,6,644,2,208,,91226.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2018,6,641,2,27,,119262.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2018,6,681,2,208,,39093.0,False,False,False,False,False,True,False,False,False,False,True,False,False
12,1990,6,160,0,256,1053.0,11990.0,False,False,False,False,False,True,False,False,False,False,False,True,False
12,2016,3,718,2,78,,71586.0,False,False,False,False,False,True,False,False,False,False,False,True,False
21,2014,6,397,2,17,,44431.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2019,5,713,2,247,,95840.0,False,False,False,False,False,True,False,False,False,False,False,False,True
6,2018,6,506,3,66,,28339.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2020,6,517,2,247,,61000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2023,5,455,2,47,,34520.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,2012,5,644,2,146,,73495.0,False,False,False,False,False,False,False,True,False,False,True,False,False
25,2023,5,281,2,247,756.0,20475.0,False,False,False,False,False,False,False,True,False,False,False,False,True
21,1960,3,579,2,195,,108883.0,False,False,False,True,False,False,False,False,False,False,True,False,False
18,2022,5,631,2,247,1526.0,87745.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2019,6,288,0,228,860.0,35880.0,False,False,False,False,False,False,False,False,True,False,False,False,True
28,2022,5,665,2,247,,125000.0,False,False,False,True,False,False,False,False,False,False,True,False,False
18,2016,6,414,2,145,,167034.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2019,6,430,2,66,,19751.0,False,False,False,False,False,False,False,False,False,True,False,True,False
21,2022,6,335,2,259,,79910.0,False,False,False,False,False,False,False,False,False,True,True,False,False
26,1970,3,793,0,177,,27839.0,False,False,False,False,False,False,False,True,False,False,True,False,False
15,2023,6,800,3,228,1125.0,91520.0,False,False,False,True,False,False,False,False,False,False,False,True,False
18,2024,5,721,2,195,,130939.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2024,3,544,2,247,,107000.0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,2017,6,346,2,259,,76196.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2023,3,711,2,205,,69728.0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,2018,6,761,0,246,,4500.0,False,False,False,False,False,False,False,False,True,False,True,False,False
1,2014,6,536,2,27,,62950.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,1997,6,546,2,259,,26500.0,False,False,False,False,False,False,False,False,False,True,True,False,False
6,1955,6,20,0,27,,37716.0,False,False,False,False,False,False,False,False,False,True,False,True,False
4,1997,1,380,0,80,,29830.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2000,5,531,2,228,,49000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2023,3,635,2,4,,50110.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2024,3,518,2,195,,55500.0,False,False,False,False,False,False,False,True,False,False,False,False,True
8,2005,3,401,2,145,,94653.0,False,False,False,False,False,True,False,False,False,False,False,True,False
6,1989,6,800,3,259,,8853.0,False,False,False,False,False,False,False,False,False,True,True,False,False
6,2018,3,697,2,78,,78416.0,False,False,False,False,False,False,False,True,False,False,True,False,False
2,2019,5,593,2,80,,140545.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2001,6,109,3,259,,45645.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2019,6,702,1,228,,19500.0,False,False,False,False,False,False,False,True,False,False,True,False,False
27,1908,6,742,0,259,,34094.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2022,6,636,2,208,1526.0,119254.0,False,False,False,False,False,True,False,False,False,False,True,False,False
0,2019,6,544,1,219,,62750.0,False,False,False,False,False,True,False,False,False,False,False,True,False
18,2015,6,713,2,247,,165000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,1998,6,109,2,218,1968.0,76900.0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,1947,6,800,0,96,525.0,15033.0,False,False,False,False,False,True,False,False,False,False,False,True,False
4,2021,5,519,2,247,,48995.0,False,False,False,False,False,False,False,True,False,False,False,False,True
18,2024,3,641,2,80,1526.0,140545.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,1999,6,109,3,90,1968.0,88528.0,False,False,False,False,False,False,False,True,False,False,True,False,False
21,2015,6,660,2,247,,71555.0,False,False,False,False,False,False,False,False,True,False,True,False,False
24,2021,3,754,2,247,,38869.0,False,False,False,False,False,True,False,False,False,False,True,False,False
25,2015,6,289,2,247,756.0,45499.0,False,False,False,False,False,True,False,False,False,False,False,False,True
4,2022,5,313,2,247,,125950.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2022,3,270,2,195,,97715.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2023,3,711,2,159,,85187.0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,1995,0,775,0,259,,20765.0,False,False,False,False,False,True,False,False,False,False,False,True,False
12,1993,6,491,3,65,,13306.0,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2024,3,539,2,195,,67005.0,False,False,False,False,False,True,False,False,False,False,True,False,False
0,2022,3,320,2,127,,26092.0,False,False,False,False,False,False,False,False,True,False,True,False,False
1,1982,6,544,2,17,,43986.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2010,6,712,2,177,,45000.0,False,False,False,False,False,False,False,False,True,False,False,False,True
18,2012,6,711,2,109,1526.0,97437.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,1983,6,762,3,105,,47883.0,False,True,False,False,False,False,False,False,False,False,True,False,False
25,2023,6,291,3,228,860.0,39000.0,False,False,False,False,False,False,False,False,True,False,False,False,True
26,1994,1,800,0,247,,11399.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2023,3,497,2,253,,91999.0,False,False,False,False,False,False,False,False,True,False,True,False,False
