name,Movement,Case material,Year of production,Condition,Reference number,Scope of delivery,Location,Case area(mm2),price($)
4,2,7,2000,6,823,2,238,706.8583470577034,21993.0
18,2,7,2023,6,610,0,923,572.5552611167398,14800.0
6,0,8,2022,6,852,2,238,962.1127501618741,26614.0
18,0,7,2015,6,1677,2,926,1288.2493375126646,112999.0
6,1,9,1959,6,2007,0,876,1166.1999999999998,8645.0
6,1,5,2004,6,1406,2,801,1075.2100856911068,21199.0
18,0,7,1992,6,395,0,875,1075.2100856911068,47500.0
4,0,5,2016,6,1353,2,203,1307.4051987179282,101167.0
0,0,7,2020,3,1818,2,984,1256.6370614359173,59000.0
6,1,5,2021,6,1406,0,923,1075.2100856911068,17500.0
0,1,9,1950,6,2064,0,937,480.0,8000.0
4,0,8,2022,5,1374,2,845,1398.6684653047118,80000.0
12,1,8,1920,6,50,0,969,1312.0,12500.0
12,0,9,1987,6,507,2,174,754.7676350249478,13357.0
18,0,7,2016,6,1624,2,185,1520.0,100209.0
6,0,5,2022,6,1596,2,832,1385.4423602330987,42850.0
2,0,5,2023,6,1715,2,185,1385.4423602330987,82515.0
6,1,8,2022,6,1400,0,556,1075.2100856911068,16667.0
21,0,9,1988,6,513,3,907,1017.8760197630929,88000.0
22,0,8,2016,3,1497,2,937,1320.2543126711105,149779.0
6,0,5,2020,6,1596,2,845,1385.4423602330987,37000.0
18,0,7,2016,6,1624,2,937,1520.0,99500.0
18,0,9,1989,6,396,2,396,1075.2100856911068,81847.0
4,0,7,2021,6,1758,2,203,1398.6684653047118,125820.0
20,1,8,1952,6,1999,3,876,960.0,14996.0
12,2,8,2003,6,652,2,811,380.132711084365,7995.0
6,0,5,2023,6,1438,2,203,1385.4423602330987,63473.0
4,0,7,2024,3,1354,2,845,940.2472652928892,168999.0
0,0,9,2023,6,1019,0,853,615.7521601035994,9900.0
1,0,5,1999,6,944,2,937,1075.2100856911068,29950.0
4,0,5,2023,5,1485,2,937,1182.3698111050544,92499.0
6,1,9,1990,1,242,3,937,907.9202768874502,9599.0
6,2,9,2022,1,509,0,870,855.2985999398212,16450.0
4,0,7,2022,6,1758,2,845,1398.6684653047118,135000.0
1,0,5,2005,6,1325,2,926,1194.5906065275187,47999.0
27,0,8,2018,6,1449,2,805,1164.1564276958677,38413.0
12,1,8,2023,1,1217,0,937,804.247719318987,15400.0
1,0,5,2022,6,1427,2,935,1256.6370614359173,49900.0
6,0,8,2020,6,1594,2,832,1385.4423602330987,41800.0
27,0,8,2017,6,1450,2,937,1164.1564276958677,37500.0
4,0,7,2019,6,1361,2,73,1256.6370614359173,58767.0
18,0,8,2023,5,1703,2,937,1320.2543126711105,155595.0
18,2,1,2022,6,1786,2,805,1288.2493375126646,121980.0
6,1,9,2005,6,476,0,229,855.2985999398212,11580.0
2,0,8,2019,6,1743,2,870,750.0,46999.0
6,1,9,2020,6,1402,0,832,1075.2100856911068,22950.0
4,0,7,2021,5,1369,2,937,1256.6370614359173,70000.0
6,1,9,1990,6,382,2,823,730.6166415004762,18421.0
0,1,9,1940,6,2037,1,801,804.247719318987,5999.0
24,0,8,2016,6,1594,2,381,1385.4423602330987,37750.0
8,1,5,2024,6,1069,1,923,1385.4423602330987,61300.0
