name,Year of production,Reference number,Location,Case area(mm2),price($),Movement_Automatic,Movement_Manual winding,Movement_Quartz,Condition_Fair,Condition_Good,Condition_Incomplete,Condition_New,Condition_Unworn,Condition_Very good,"Scope of delivery_No original box, no original papers","Scope of delivery_Original box, no original papers","Scope of delivery_Original box, original papers","Scope of delivery_Original papers, no original box",Case material_Aluminum,Case material_Gold/Steel,Case material_Platinum,Case material_Red gold,Case material_Rose gold,Case material_Silver,Case material_Steel,Case material_White gold,Case material_Yellow gold
20,2002,438,163,1075.2100856911068,24053.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
7,2018,453,433,1194.5906065275187,119950.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
21,2005,343,547,380.132711084365,25995.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
6,2023,456,164,1075.2100856911068,25127.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
4,2023,471,185,1182.3698111050544,91245.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
4,2019,452,389,1398.6684653047118,82000.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
2,2010,511,389,1385.4423602330987,64993.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
7,2015,520,240,1256.6370614359173,81179.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
0,2022,454,315,1320.2543126711105,84716.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
6,2014,421,185,1075.2100856911068,24900.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
4,2019,451,315,1256.6370614359173,78134.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
18,1977,477,561,1256.6370614359173,78416.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
6,2020,447,389,1134.1149479459152,24500.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6,2024,460,227,1256.6370614359173,40076.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
4,2016,449,520,1307.4051987179282,75866.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
6,1995,259,310,1273.8,22216.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
15,2021,500,164,1256.6370614359173,121610.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
7,2010,453,449,1194.5906065275187,49628.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
18,2016,250,433,1017.8760197630928,47900.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
15,2020,501,461,1520.0,123605.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
6,1950,427,211,962.112750161874,19890.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
6,1891,148,443,804.247719318987,10022.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,2017,492,164,1385.4423602330987,44391.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
15,2016,521,315,1288.2493375126646,121209.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
15,2020,541,400,1017.8760197630928,55092.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
4,2022,470,457,1182.3698111050544,91000.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
6,2018,429,185,1075.2100856911068,20900.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
6,2021,528,453,1194.5906065275187,31931.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
1,2012,384,185,1075.2100856911068,34500.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
15,2024,521,185,1694.0,109200.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
6,2021,463,91,1194.5906065275187,37694.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,2023,483,389,1164.1564276958677,74700.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2,2021,511,389,1385.4423602330987,64495.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
22,1940,280,122,314.1592653589793,11750.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
6,1960,90,467,1520.0,8352.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
6,2024,525,244,1194.5906065275187,24165.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6,2023,462,576,1760.0,53130.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,2006,459,122,1256.6370614359173,49500.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
21,2022,344,82,753.0,17706.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
15,2022,501,331,1520.0,119529.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
15,2017,541,357,973.1397403759744,58462.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
7,2003,405,427,1385.4423602330987,93149.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
6,2015,463,334,1194.5906065275187,43429.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,2023,445,185,1194.5906065275187,56680.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,2016,444,292,1365.0,35976.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
15,2012,521,555,1288.2493375126646,141678.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0,1960,557,185,1075.2100856911068,8500.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
4,2020,449,57,1307.4051987179282,81234.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
11,2020,439,185,1938.0,29925.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
1,2010,459,380,1256.6370614359173,31746.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
4,2022,469,389,1182.3698111050544,58000.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,2022,492,185,1385.4423602330987,53888.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
22,2016,479,389,324.0,3950.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
23,2016,465,448,1164.1564276958677,123605.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
10,1970,229,315,864.0,14265.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1,2022,384,329,1075.2100856911068,39531.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
14,2005,528,389,2042.820622996763,24999.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
15,1989,219,143,962.112750161874,154093.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
1,2022,352,389,1134.1149479459152,65500.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,2003,384,357,1075.2100856911068,24498.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
23,2014,436,245,1225.4174844408687,29422.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
17,1997,489,309,1040.0,23273.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
4,2024,519,389,1385.4423602330987,136995.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4,2024,471,595,1182.3698111050544,78193.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4,2004,401,228,1017.8760197630928,53451.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
15,2010,500,472,1520.0,165920.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
23,2016,437,389,1225.4174844408687,119900.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
6,2007,431,593,962.112750161874,26670.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
18,1994,389,323,962.112750161874,49572.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
15,2024,501,389,1520.0,110500.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
6,2003,340,339,615.7521601035994,9576.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
2,2021,517,122,1288.2493375126646,63000.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
7,2001,405,205,1385.4423602330987,79063.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
18,1960,448,448,1134.1149479459152,51001.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
19,1910,33,67,1712.133517227064,5011.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
10,2024,279,334,644.0,8352.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
10,1974,159,467,864.0,9465.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7,2014,453,598,1194.5906065275187,65700.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
4,2021,452,389,1398.6684653047118,79995.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4,2024,519,185,1398.6684653047118,148888.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
10,2021,177,448,1017.8760197630928,18819.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
15,2023,533,67,804.247719318987,105677.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
15,2014,521,88,1288.2493375126646,129225.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
15,2020,501,164,1256.6370614359173,94923.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
6,2014,456,389,1075.2100856911068,23630.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
18,2016,443,512,1086.8653944359248,68409.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
18,1989,250,520,962.112750161874,70577.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
10,2022,181,62,855.2985999398212,12806.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
11,2023,425,86,1256.6370614359173,22808.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
23,2024,464,391,1164.1564276958677,70043.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
4,2022,450,389,1134.1149479459152,45992.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
6,1999,375,389,855.2985999398212,18500.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
15,2024,505,598,1288.2493375126646,84018.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
6,1960,539,91,1219.2206929316628,10022.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
21,2022,556,389,1017.8760197630928,52000.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4,2019,452,545,3.141592653589793,84500.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
18,2019,477,244,445.2000000000001,75000.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,1991,240,380,754.7676350249478,9454.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
7,2003,405,264,1385.4423602330987,80265.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
6,1990,249,566,855.2985999398212,10245.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
6,2016,208,310,855.2985999398212,8897.0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
15,2018,500,389,1520.0,110000.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
21,2022,556,111,1017.8760197630928,27197.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
6,1942,577,310,962.112750161874,9966.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
10,2020,506,389,1362.75,42180.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
6,2007,456,264,1075.2100856911068,41313.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
15,2020,541,334,973.1397403759744,75722.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
15,1998,219,185,1104.4661672776615,72000.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
4,2022,451,65,1256.6370614359173,88973.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
23,2023,436,185,1250.3617301103716,61950.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
0,1867,581,496,1320.2543126711105,142536.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
6,2017,456,508,1075.2100856911068,33494.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
6,2018,217,221,1256.6370614359173,12790.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
6,2020,525,665,1194.5906065275187,37471.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
6,2019,474,143,1134.1149479459152,25836.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
1,1985,352,389,1134.1149479459152,62500.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
6,2022,526,122,1256.6370614359173,39975.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
15,2018,500,299,1520.0,129941.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
6,1969,137,593,907.9202768874502,12561.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
6,2024,182,167,962.112750161874,15534.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
15,2011,501,208,1520.0,139195.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
4,2019,469,389,1182.3698111050544,55500.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
6,2005,421,344,1075.2100856911068,25900.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
15,2011,501,357,1520.0,105788.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
4,2022,449,260,1307.4051987179282,92953.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
2,2020,511,250,1385.4423602330987,129995.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
4,2021,452,459,1398.6684653047118,74941.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
6,2019,492,205,1385.4423602330987,35000.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
15,1980,300,147,1075.2100856911068,25055.0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
21,2000,344,375,490.8738521234052,10011.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
1,2015,483,122,1134.1149479459152,40125.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
21,2022,556,122,1017.8760197630928,29750.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2,2009,517,563,1288.2493375126646,50000.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
6,2007,427,143,962.112750161874,15708.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,1950,98,389,283.5287369864788,8000.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
18,2019,396,221,1017.8760197630928,43701.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
15,2014,533,512,804.247719318987,51302.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
21,2022,556,161,1017.8760197630928,32672.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
11,2012,417,211,1344.0,21200.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
6,2023,526,185,1256.6370614359173,35999.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
15,2022,521,389,1104.4661672776615,42000.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
15,2022,521,122,1288.2493375126646,121980.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
6,2000,475,545,17670.0,29150.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1,2003,384,512,1075.2100856911068,24268.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
21,2010,346,310,706.8583470577034,16926.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
4,2021,451,250,1256.6370614359173,59700.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
6,2023,421,545,1075.2100856911068,22950.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
15,2005,201,467,1578.5,167034.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
19,2016,472,647,1320.2543126711105,162905.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6,2023,526,167,1256.6370614359173,44542.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
18,2023,477,152,1256.6370614359173,100138.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
21,2023,556,164,1017.8760197630928,45787.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
15,2023,541,305,973.1397403759744,128377.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
23,2002,424,150,1075.2100856911068,30102.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,2023,533,167,804.247719318987,65143.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
18,2004,388,185,962.112750161874,55500.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
6,2024,526,334,1256.6370614359173,44541.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
18,2018,488,292,1256.6370614359173,65892.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
1,2021,352,389,1134.1149479459152,35500.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
18,2016,488,389,1225.4174844408687,59790.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
4,2015,451,467,1256.6370614359173,85187.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
15,2020,500,185,1256.6370614359173,125000.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
10,1950,506,561,1362.75,33626.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
6,2023,382,654,1512.0,18866.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
15,2016,505,389,1288.2493375126646,112500.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
6,2023,512,42,1385.4423602330987,94541.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
15,2024,541,334,973.1397403759744,131278.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
24,2024,515,598,1320.2543126711105,67871.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
6,2022,474,389,1134.1149479459152,30500.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
15,2017,501,185,1520.0,99497.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
24,2023,514,164,1225.4174844408687,134010.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4,2023,451,389,1256.6370614359173,79795.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
2,2009,517,62,1256.6370614359173,62137.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
9,2022,269,162,314.1592653589793,5557.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,1931,501,62,1250.3617301103716,20601.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
11,2007,439,265,1938.0,27500.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
2,2023,518,221,1288.2493375126646,137656.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
18,2016,443,389,1320.2543126711105,97980.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1,2024,352,42,1134.1149479459152,44537.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,2018,444,185,1194.5906065275187,56000.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4,2018,451,334,1256.6370614359173,66814.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
22,1940,280,122,314.1592653589793,11750.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4,2022,449,424,1307.4051987179282,139195.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
15,2015,500,389,1520.0,95000.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
1,2006,352,292,1134.1149479459152,41419.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
0,1905,59,633,2375.8294442772813,21492.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
4,2023,469,159,1182.3698111050544,53045.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
15,2012,501,244,1256.6370614359173,144485.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
6,1960,120,10,855.2985999398212,9400.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4,2017,451,467,1256.6370614359173,62137.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
4,2022,451,389,1880.0,71895.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
23,2020,436,185,1225.4174844408687,48500.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
7,2016,453,389,1194.5906065275187,62900.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
7,2015,453,358,1194.5906065275187,72000.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
18,2010,516,315,1075.2100856911068,71683.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
21,2022,344,510,750.0,10579.0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
18,1998,467,448,1339.6457933253937,132959.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
6,2020,545,185,855.2985999398212,19990.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,2001,384,467,1075.2100856911068,32850.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1,2015,445,475,1194.5906065275187,39522.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1,2020,444,561,1194.5906065275187,48731.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,1972,546,280,1116.0,46688.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
6,2021,528,436,1194.5906065275187,29800.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,2000,444,561,1194.5906065275187,55167.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
9,1999,216,520,1452.2012041218818,12788.0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
4,2000,356,375,706.8583470577034,21993.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
4,2012,451,100,1256.6370614359173,58345.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
